MLS,Property,Status,Type,City,Sold Price,Sold Date,List Price,List Date,Bed,Bath,Kitchen,Tax,year,Floor,Lot,Levels,Parking,Photos,Address,GPS,URL,Agency,Description,Feature,Influence,Amenities
R2724128,2880 LAKEWOOD DRIVE,Active,Duplex,Vancouver,not sold,not sold,"$1,598,000",-,3,3,1,"$5,064 in 2022",2022,"1,504",,-,Garage; Single,0,"2880 Lakewood St, Vancouver, BC V5N 4V5, Canada","49.25876, -123.06182",https://www.bccondosandhomes.com/listing/r2724128-2880-lakewood-drive,Macdonald Commercial Real Estate Services Ltd.,"NEW CONSTRUCTION DUPLEX by PD Moore Homes, Lakeside Living at Trout Lake. This brand new front unit located across the street from Trout Lake with natural light/views. Both homes have 3 bdrooms/ 2.5 bathrooms & dedicated work spaces including a balcony. The interior finishes are clean, modern solid, and include an gas range, fridge, and an integrated scurity system. Each unit has a 1-car garage which has been fitted to store tools,/ bikes/ seasonal items. The front unit has an open den perfect for an office/ second sitting room. A rare and move-in ready duplex. These modern styled inspired homes have been crafted to ensure every tasteful touch and thoughtful feature will continue to delight for generations - redefining the Vncouver Duplex. Occupancy Certificate issued and Strata is complt",Clothes Washer/Dryer ClthWsh/Dryr/Frdg/Stve/DW Dishwasher Drapes/Window Coverings Garage Door Opener Range Top Refrigerator Security System Sprinkler - Fire,-, Playground Recreation Center Restaurant
R2700132,1750 MCKENZIE ROAD,Active,Townhouse,Abbotsford,not sold,not sold,"$464,000",-,2,1,-,"$1,490 in 2021",1992,959,,-,Open,32,"1750 McKenzie Rd #302, Abbotsford, BC V2S 3Z3, Canada","49.03416, -122.28203",https://www.bccondosandhomes.com/listing/r2700132-302-1750-mckenzie-road,RE/MAX Little Oak Realty (Abbotsford),"Welcome to Alderglen! This 2 Bed/1 Bath CORNER UNIT has a Nice Private Setting backing onto a Gorgeous Greenbelt. Rancher Style Unit with No Stairs. Plenty of Fresh Updates including; New Paint, New Flooring in both Bedrooms & New Tile in the Bathroom Shower. With a Large Laundry Room equipped with extra shelving for Storage or Pantry, plus an additional Private Storage Room next to the Front Door. With a nice size Patio ready for Summer BBQ's! This Complex is Family Friendly and allows 1 Cat or Dog under 25lbs. Location is Amazing, close to schools, UFV, Shopping and Public Transit. This one is a Must See!",ClthWsh/Dryr/Frdg/Stve/DW Microwave Storage Shed,Greenbelt Private Setting Shopping Nearby, In Suite Laundry Storage
R2724113,14032 KALMAR ROAD,Active,Fourplex,Surrey,not sold,not sold,"$1,750,000",-,6,6,4,"$7,855 in 2021",1978,"5,094",,-,"Add. Parking Avail.,Carport; Multiple",40,"14030 Kalmar Rd, Surrey, BC V3R 7E9, Canada","49.20637, -122.83418",https://www.bccondosandhomes.com/listing/r2724113-1403014032-kalmar-road,Stilhavn Real Estate Services,"INVESTOR ALERT!!! Fourplex in very good condition on huge 134.9 x 73.26 lot!!! Property has been meticulously maintained. A rare opportunity to own one of the last stratified properties in this up and coming neighbourhood, or tear down and build your dream single family home. Call today for a private showing - 24 hour notice required.",-,Central Location Recreation Nearby Treed, In Suite Laundry
R2712045,3035 ASHBROOK PLACE,Active,House,Coquitlam,not sold,not sold,"$949,000",-,2,2,1,"$2,824 in 2021",1975,"1,224",2625 SqFt.,-,"Carport; Single,Garage; Single",39,"3035 Ashbrook Pl, Coquitlam, BC V3C 4A8, Canada","49.26522, -122.79346",https://www.bccondosandhomes.com/listing/r2712045-3035-ashbrook-place,RE/MAX Sabre Realty Group,"This is a fantastic detached home in a quiet neighbourhood. Updated kitchen in 2021, and roof done in 2007. This home has 2 very large bedrooms upstairs and plenty of storage inside and out. The yard backs onto a little park with playground, it has great outdoor spaces for enjoying your private oasis. It is 5 minutes to the freeway and 5 minutes to Coquitlam Centre and SkyTrain Station. School Catchments are Meadowbrook Elementary, Hillcrest Middle and École Dr. Charles Best Secondary.",ClthWsh/Dryr/Frdg/Stve/DW Storage Shed,Cul-de-Sac Private Setting Private Yard Recreation Nearby Shopping Nearby, Garden In Suite Laundry Storage
R2724073,103 - 2050 COQUITLAM AVENUE,Active,Apartment,Port Coquitlam,not sold,not sold,"$449,900",-,1,1,1,"$1,260 in 2022",1988,793,,-,Garage Underbuilding,29,"2050 Coquitlam Ave #103, Port Coquitlam, BC V3B 1J5, Canada","49.26715, -122.77158",https://www.bccondosandhomes.com/listing/r2724073-103-2050-coquitlam-avenue,Keller Williams Elite Realty,"Spacious open plan in this convenient ground floor condo. Located close to Coquitlam Centre Mall, restaurants, parks, Coquitlam River, Lafarge Lake, pool & rec centre. A cozy gas fireplace adds warmth in the spacious open living area with sliding doors out onto a large sundeck looking out onto a quiet road with no thru traffic. Modernized kitchen offers stainless steel appliances, updated counters & tile floor. The generous sized bedroom also offers access to sundeck. Add the convenience of a big laundry room and you have the formula for a great layout for a 1 bedroom suite. Professionally painted throughout and a well maintained building. There is secure parking & storage. Pet friendly but no rentals allowed.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Recreation Nearby Shopping Nearby, In Suite Laundry
R2723949,6406 WADE ROAD,Active,House,Delta,not sold,not sold,"$1,399,999",-,4,3,2,,1985,"2,268",5921 SqFt.,-,"Garage; Triple,Open,RV Parking Avail.",39,"6406 Wade Rd, Delta, BC V4E 3H9, Canada","49.11966, -122.89569",https://www.bccondosandhomes.com/listing/r2723949-6406-wade-road,Royal LePage - Wolstencroft,"Sunshine Hills home on a corner lot with a triple car garage, RV parking and 1 bedroom suite! Located close to Sunshine Hills & Sunshine Village shopping centers, with Safeway, Starbucks, Browns Social House, Subway, and many other retailers nearby. Watershed Park (Delta's largest park) and Wade Road park just a short walk away. Desirable schools Cougar Canyon Elementary and Seaquam Secondary catchment. Minutes from Highway 91 and transit easily accessible on 64th.",Clothes Dryer Clothes Washer ClthWsh/Dryr/Frdg/Stve/DW,Central Location Private Yard Recreation Nearby Shopping Nearby,-
R2723382,1414 PEMBERTON FARM ROAD,Active,House,Pemberton,not sold,not sold,"$2,599,000",-,5,4,1,"$5,555 in 2022",1992,"5,428",40075 SqFt.,-,"Add. Parking Avail.,Garage; Double,Open",26,1414 Pemberton Farm Road,,https://www.bccondosandhomes.com/listing/r2723382-1414-w-pemberton-farm-road,Engel & Volkers Whistler,"This grand 5 bed/4 bath estate home is nicely situated on a .921 acre private flat lot, located at the end of a quiet road and steps to the Lillooet River trail and beach. This sunny south facing property is fenced, beautifully treed and offers exceptional privacy and seclusion while still being close to town. The spacious home is perfect for entertaining with two living rooms, a dining room, sunny decks, covered patio, inground swimming pool, hot tub, green house, irrigated gardens and putting green. The full height unfinished basement provides tons of storage, studio space and a great hangout to play pool/ping pong for kids and adults alike. Bonus self contained 1 bdrm suite is located above the double garage for nightly or long term rentals, and has plenty of extra parking.",ClthWsh/Dryr/Frdg/Stve/DW Hot Tub Spa/Swirlpool,Central Location Private Yard Recreation Nearby Rural Setting Ski Hill Nearby Treed, Garden Pool; Outdoor Storage Swirlpool/Hot Tub
R2724005,206 - 8772 MARINE DRIVE,Active,Apartment,Vancouver,not sold,not sold,"$565,000",-,2,2,1,"$1,408 in 2022",1998,"1,096",,-,Garage Underbuilding,35,"8772 SW Marine Dr #206, Vancouver, BC V6P 6A4, Canada","49.20611, -123.14184",https://www.bccondosandhomes.com/listing/r2724005-206-8772-sw-marine-drive,Sutton Group Seafair Realty,"This great two bedroom, 2 bathroom unit has more storage than I have ever seen. There is a storage locker in the unit as well as below in the garage. Additional storage is in the laundry closet as well as an entry way closet. Master bedroom has dual closets with an ensuite. The second bedroom has a beautiful murphy bed that becomes an office space if not being used. The main living space has a gas fireplace in the living room and kitchen window. This suite has much to offer with access to shopping, transit, major roadways and access to downtown.",Clothes Washer/Dryer Fireplace Insert Garage Door Opener Oven - Built In Range Top Refrigerator,Adult Oriented Central Location Gated Complex Recreation Nearby Shopping Nearby, Elevator Workshop Attached
R2722935,8488 GRAND VIEW DRIVE,Active,House,Chilliwack,not sold,not sold,"$1,699,900",-,3,4,1,"$7,193 in 2022",1991,"6,711",122825 SqFt.,-,"Carport; Single,Garage; Double,RV Parking Avail.",23,"8488 Grand View Dr, Chilliwack, BC V2R 4A2, Canada","49.15588, -122.01371",https://www.bccondosandhomes.com/listing/r2722935-8488-grand-view-drive,eXp Realty (Branch),"Come, fall in love!! This dream family home has a long gated driveway surrounded by beautiful majestic trees. You got over 2.80 acres of secluded land with mountains and panoramic valley view. Enjoy multiple decks for entertainment and an indoor swimming pool. It's sitting at one of the best spots on the Chilliwack Mountain with a gazebo for you to relax while observing and listing to nature. It comes with big windows for views and natural lighting, spacious rooms, a huge rec area and an indoor shop for your hobbies and kids. Oh, don't forget to view the cold room for wine enthusiasts! It’s one of those rare gems with a classic touch you can preserve or change into modern digs. Properties like this one don't last long. Take it before it’s gone, and make it your own. Act Fast.",Air Conditioning Clothes Dryer Clothes Washer Dishwasher Microwave Oven - Built In Pantry Smoke Alarm Swimming Pool Equip.,Paved Road Private Setting Private Yard Recreation Nearby Shopping Nearby, Air Cond./Central Pool; Indoor
R2724022,504 - 1238 BURRARD STREET,Active,Apartment,Vancouver,not sold,not sold,"$868,000",-,2,2,1,"$2,257 in 2022",2003,877,,-,Garage; Underground,36,504 - 1238 Burrard Street,,https://www.bccondosandhomes.com/listing/r2724022-504-1238-burrard-street,Oakwyn Realty Downtown Ltd.,"Well-laid out corner suite with the bedrooms on opposite corners of the home. This 2-bed + den (with a twin Murphy bed) in an Airbnb (short-term rentals) permitted building. The suite features 9’ ceilings, gas fireplace, a long wall of windows overlooking the new Burrard Place courtyard walkway, and space for a 4-person dining table. Living space ceilings have been freshly smoothed and the suite has been newly re-painted. The suite has been well-cared for and is in great condition. Furniture included. An excellent investment property in a rapidly evolving pocket of downtown. The Altadena was recently re-piped with a new lobby, party room, and hallways. Large, well-equipped gym. Window upgrade project approved and paid for. 1 parking stall included. Pets and rentals welcome!",-,-, Bike Room Exercise Centre In Suite Laundry Recreation Center Sauna/Steam Room
R2723336,6235 BLACKBURN ROAD,Active,House,Sardis Greendale,not sold,not sold,"$3,199,999",-,5,3,1,"$8,437 in 2022",1992,"4,153",217800 SqFt.,-,"Add. Parking Avail.,Carport; Multiple,Garage; Single",37,6235 Blackburn Road,,https://www.bccondosandhomes.com/listing/r2723336-6235-blackburn-road,RE/MAX Little Oak Realty (Surrey),"NO NEED TO BUILD YOUR DREAM HOME....IT IS ALREADY HERE! Situated on 5 Acres, this custom designed home (extensively rebuilt in 2010) features a well thought out floor plan with magnificent 16 ft cathedral like coffered ceilings which allow you to soak up the picturesque Valley/Mountain views. The home's flow is built for entertaining or family fun no matter how large the gathering and has wonderful connectivity, yet offers spaces for the adults and kids to separate and have their own privacy. The Master on the main is a private oasis on it's own with sitting area and Spa-like ensuite. Did I mention the nearly 4,000 sq ft dream shop? To many features to list. Book your private showing: Tues 10:00 am-8:00pm, Wed 12:00pm-7:00pm or Sat 1:00pm - 4:00pm",Air Conditioning Clothes Washer/Dryer Dishwasher Drapes/Window Coverings Fireplace Insert Garage Door Opener Oven - Built In Range Top Refrigerator Security System,Cleared Private Yard Rural Setting,-
R2724041,2060 CURLING ROAD,Active,Townhouse,North Vancouver,not sold,not sold,"$639,900",-,1,1,1,,2022,537,,-,Garage Underbuilding,7,"2060 Curling Rd #129, North Vancouver, BC V7P 0E1, Canada","49.32608, -123.12352",https://www.bccondosandhomes.com/listing/r2724041-129-2060-curling-road,Oakwyn Realty Downtown Ltd.,"*ASSIGNMENT OF CONTRACT* Where can you get a one bedroom Townhouse with it’s own front door & back yard? The answer is nestled at the heart of the new Lions Gate Village is this unique, 1-bedroom townhome floor plan all on one level. Design by Cristina Oberti includes built-in Bosch appliance package and quartz counters in an open gourmet kitchen. Spacious, partially covered outdoor patio includes gas hookup for BBQ. One parking and 1 storage included, pets and rentals allowed. Bonus: Heating and Cooling provided by cost effective Heat Pump System. Completing soon, you will be moving into the brand new Lions Gate Village neighbourhood, to include new shopping, the Belle Isle Park for which we are named and the brand new Lions Gate Rec Centre.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Golf Course Nearby Marina Nearby Shopping Nearby Ski Hill Nearby, Air Cond./Central In Suite Laundry
R2713320,107 - 1153 VIDAL STREET,Active,Apartment,White Rock,not sold,not sold,"$750,000",-,2,2,1,"$2,567 in 2021",1996,"1,201",,-,Garage Underbuilding,26,"1153 Vidal St #107, White Rock, BC V4B 3T4, Canada","49.02322, -122.80916",https://www.bccondosandhomes.com/listing/r2713320-107-1153-vidal-street,Homelife Benchmark Realty Corp. (White Rock),"Live at West Beach by the ocean in this sought after seaside neighbourhood just a block from the beach, pier, promenade, Boathouse/restaurants. This fully renovated condo is spacious boasting a quartz white kitchen with grey accent tile backsplash, undercounter lighting,island w/ sit up bar, high end s/s appliances.Liv Rm has rock gas f/p, Tv,sliding door to patio. Din rm feat new fan. Mbdrm offers huge walk in new shower, w/i closet, Zebra blinds.B/Iwall cabinets & desk in office, French doors. 2nd Bdrm has new 4 pce bathrm adjacent. Sprinkler system, pot lights,crown. Laundry-Blomberg stackable washer/dryer plus shelving for storage. Cat, or dog ok (14"" from shoulder to ground). Walk to the many festivities White Rock offers all year long at the promenade.Nov ideal possess.Rentals maxed",ClthWsh/Dryr/Frdg/Stve/DW Disposal - Waste Drapes/Window Coverings,-, Bike Room Elevator Garden In Suite Laundry
R2723553,905 - 1471 HUNTER STREET,Active,Apartment,North Vancouver,not sold,not sold,"$1,129,900",-,2,2,1,,2022,941,,-,Garage Underbuilding,21,905 - 1471 Hunter Street,,https://www.bccondosandhomes.com/listing/r2723553-905-1471-hunter-street,RE/MAX City Realty,"A two bedroom unit in one of the best location in NV, this Brand NEW two-bed two-bath condo in the new Hunter at Lynn Creek complex, is bright ,spacious 941 sqft unit (plus 182 sqft balcony) boasts unobstructed views of beautiful City.The concrete, air-conditioned building includes a private courtyard, gym, social lounge, wellness center, bike-repair room, sauna & steam room. New pedestrian bridge currently under construction connects to Bridgman Park, Spirit Trail, shops & the expansive North Shore trail network. Brand new DNV Community Centre directly east of the building offers a vast array of programming for all ages & abilities. Short walk to Phibbs Exchange transit station connecting you to downtown VN & beyond. Includes TWO storage, locker & parking with its own dedicated EVcharger.",-,-, Elevator Exercise Centre Garden In Suite Laundry Storage
R2701973,15268 80A AVENUE,Active,House,Surrey,not sold,not sold,"$1,985,000",-,7,4,2,"$4,837 in 2021",1995,"4,144",7488 SqFt.,-,Garage; Double,38,15268 80A Avenue,,https://www.bccondosandhomes.com/listing/r2701973-15268-80a-avenue,RE/MAX Little Oak Realty (Surrey),"FLEETWOOD EXECUTIVE AIR-CONDITIONED HOME nestled in a quiet area. SPACIOUS FLOOR PLAN boasting 4144SF. Walking distance to schools, Secondary & Elementary, Two GOLF courses, the Fleetwood Library, children’s park, walking trails and transit. IMMACULATELY MAINTAINED and AIR-CONDITION is up and running.. HIGH CEILINGS on the main. Lots of KITCHEN cabinets & GRANITE COUNTERTOPS. A large DEN/OFFICE/7th BR on the main level. FOUR bedrooms. The MASTER BEDROOM with a 5-piece ensuite. A SPACIOUS MORTGAGE HELPER in fully finished basement with TWO BEDROOMS and a LARGE LIVING AREA. A fully fenced BACKYARD surrounded by a GREEN BELT is perfect for entertaining. Enjoy family BBQ's on SUN DECK on the main level. Please CLICK THE VIRTUAL LINK for a 3D tour of this resort inspired beauty.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW,Central Location Cul-de-Sac Golf Course Nearby Greenbelt Private Yard,-
R2698301,2403 - 1238 RICHARDS STREET,Active,Apartment,Vancouver,not sold,not sold,"$2,258,000",-,3,2,1,"$5,164 in 2021",1998,"1,524",,-,Garage; Underground,12,"1238 Richards St #2403, Vancouver, BC V6B 6M6, Canada","49.27523, -123.12472",https://www.bccondosandhomes.com/listing/r2698301-2403-1238-richards-street,TRG The Residential Group Realty,"Elegant 3 bed, 2 bath residence in an ideal Yaletown location offers a rare & exciting opportunity to own a spectacular designer suite worthy of inclusion in any luxury magazine. Renovated to the studs & accentuated by 16 ft high ceilings. Floor to ceiling windows fill this beautiful living space with plenty of natural light provide sweeping views from English Bay to False Creek. Features wide plank, hardwood flooring, 40in linear gas fireplace & NY style contemporary lighting. 160 sq ft gourmet Chef's kitchen with house-sized Thermador appliances, custom built-in millwork & cabinetry, Antolini marble backsplash & large peninsula with breakfast bar. The primary suite has an impressive work-from-home station. Ensuite has 3 Brizo showerheads. Roof & rain screen recently done. BONUS 2 parking",ClthWsh/Dryr/Frdg/Stve/DW Garage Door Opener Microwave Security - Roughed In Smoke Alarm Sprinkler - Fire Vaulted Ceiling Wine Cooler,Central Location Lane Access Marina Nearby Paved Road Recreation Nearby Shopping Nearby, Bike Room Club House Elevator Exercise Centre Garden In Suite Laundry Storage Swirlpool/Hot Tub Wheelchair Access
R2723076,103 - 11816 88 AVENUE,Active,Apartment,Delta,not sold,not sold,"$349,900",-,1,1,1,$942 in 2021,1971,708,,-,"Open,RV Parking Avail.,Visitor Parking",33,"11816 88 Ave #103, Delta, BC V4C 3C4, Canada","49.16324, -122.90088",https://www.bccondosandhomes.com/listing/r2723076-103-11816-88-avenue,RE/MAX Performance Realty,"Fabulous opportunity for first time buyers, downsizers & retirees! This North Delta renovated 700+ sqft condo located on the quiet, east side of the building overlooks beautiful outdoor gardens & is close to EVERYTHING. Just steps to transit, banking, groceries, pubs, restaurants, churches & Kennedy Seniors Centre makes this an IDEAL location. Sungod Villa is a 19+ gated community that offers a new roof as well as a re-piping project paid by the seller, abundant open parking, refreshing outdoor pool, generous patio areas, ample storage, bike room, caretaker & new enter-phone system. The condo offers large bright rooms with mahogany laminate & stone tile flooring, pot lights, fans, white kitchen cabinets with granite look counters, double S/S sink & updated bath. Be quick on this one!",Drapes/Window Coverings Refrigerator Stove,Adult Oriented Central Location Gated Complex Recreation Nearby Shopping Nearby, Bike Room Elevator Garden Pool; Outdoor Shared Laundry Storage Wheelchair Access
R2724126,12231 100 AVENUE,Active,House,Surrey,not sold,not sold,"$1,598,000",-,4,2,1,"$4,675 in 2022",1990,"2,440",10901 SqFt.,-,"Garage; Double,RV Parking Avail.",0,"12231 100 Ave, Surrey, BC V3V 2W9, Canada","49.18457, -122.88307",https://www.bccondosandhomes.com/listing/r2724126-12231-100-avenue,Sutton Group-West Coast Realty,-,ClthWsh/Dryr/Frdg/Stve/DW,Central Location Recreation Nearby Shopping Nearby, In Suite Laundry
R2688757,9370 263RD STREET,Active,House,Maple Ridge,not sold,not sold,"$2,160,000",-,3,3,1,"$3,867 in 2021",1971,"2,926",118483 SqFt.,-,"Carport; Single,Garage; Single,RV Parking Avail.",27,"9370 263 St, Maple Ridge, BC V2W 1K3, Canada","49.17272, -122.49181",https://www.bccondosandhomes.com/listing/r2688757-9370-263rd-street,Homelife Advantage Realty (Central Valley) Ltd.,"A LITTLE BIT OF EVERYTHING! Country 2.72 acres with a brick-faced home and large 1800 sq ft detached, wired shop. Greenhouse, beautiful gardens (treated as organic for last 15 yrs), fruit trees (make wine!), healthy monkey tree, chicken coop (chickens inc), garden shed, wood shed, tool shed. Two driveways! Very private setting on a hilltop overlooking the Fraser River and Valley Views. The 28'6 x 10'9 fully-enclosed sunroom off the kitchen is an added gem. RS-3 Zoning is extensive, inc: Agric Employee Residential, B&B, Boarding, campground, Detached Garden Suite Residential, Hobby Beekeeping, Produce Sales, rental stable, secondary suite residential, Commercial Cannabis Production. And lastly, a ladder for your kitty cats, and a dog kennel for Fido. Quick poss possible, if desired.",ClthWsh/Dryr/Frdg/Stve/DW Storage Shed Windows - Thermo,Gated Complex Private Setting Private Yard Rural Setting Treed, Garden Green House Storage Workshop Detached
R2722915,277 SKEENA STREET,Active,Duplex,Vancouver,not sold,not sold,"$1,698,000",-,4,4,2,,2022,"1,546",,-,"Carport & Garage,Garage; Single",38,"277 Skeena St, Vancouver, BC, Canada","49.28203, -123.02839",https://www.bccondosandhomes.com/listing/r2722915-277-skeena-street,RE/MAX Crest Realty,"Brand New Build 1/2 Duplex with Full Gorgeous Mountain View! Unique Style 4 Level Duplex including 1 Legal Suite basement, extra build Porch/Patios facing the Park side! Very Big Backyard! 2 parking spots!Air conditioning, Radiant Heated flooring, HRV, Kitchen Island is movable. 2-5-10 Warranty. Close to Sir John Franklin Elementary, Templeton Secondary, easy transportation, pool, park, PNE, Hasting community etc. ",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Dishwasher Drapes/Window Coverings Garage Door Opener,Central Location Lane Access Private Yard Shopping Nearby, Air Cond./Central In Suite Laundry
R2724125,8888 SPIRES ROAD,Active,Townhouse,Richmond,not sold,not sold,"$1,230,000",-,3,3,1,,2022,"1,306",,-,Garage; Underground,0,"8888 Spires Rd #47, Richmond, BC, Canada","49.1674, -123.12982",https://www.bccondosandhomes.com/listing/r2724125-47-8888-spires-road,Royal Pacific Tri-Cities Realty,-,Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW,Central Location Recreation Nearby Shopping Nearby, Air Cond./Central Garden Playground
R2724050,3480 GABLE DRIVE,Active,Townhouse,Burnaby,not sold,not sold,"$1,188,000",-,3,3,1,"$2,541 in 2022",1985,"1,589",,-,Carport; Single,17,"3480 Gable Dr, Burnaby, BC V5G 4N7, Canada","49.25286, -123.01402",https://www.bccondosandhomes.com/listing/r2724050-3480-gable-drive,Sutton Group-West Coast Realty,"Location, Location, Location! Welcome to The Gables. This rare 3 bedroom, 2 1/2 bathroom, 2 level townhome consists of over 1550sqft of interior space and 254sqft of outdoor patio with attached carport and exterior storage. This unit is located in the desirable neighborhood of Burnaby Hospital. It is a short commute to Brentwood Mall, BCIT, Metrotown, Highway 1 and Burnaby General Hospital. Schools in this catchment include Cascade Heights Elementary and Moscrop Secondary School.",-,-, In Suite Laundry
R2720026,523 - 5399 CEDARBRIDGE WAY,Active,Apartment,Richmond,not sold,not sold,"$779,900",-,2,2,1,"$2,027 in 2022",2015,929,,-,"Garage; Underground,Visitor Parking",20,"5399 Cedarbridge Way #523, Richmond, BC V6X 0L6, Canada","49.17594, -123.14364",https://www.bccondosandhomes.com/listing/r2720026-523-5399-cedarbridge-way,Homelife Benchmark Realty Corp. (Branch),"Beautiful living at Riva by award-winning Onni Group!! Very bright & spacious 2 bedroom & 2 bathroom + Den apartment. Home features a well designed open floor plan with very modern color scheme, granite countertops, gas range, stainless appliances, large island with bar seating, wood flooring, Air-Conditioning, contemporary soft-close wood cabinetry, plus much more. Nice sized pRivate outdoor patio for bbq or relaxation. Complex has impressive indoor swimming pool, large gym, hot tub, sauna and concierge. Lansdowne Station, T &T , Olympic Oval & Park, restaurants are all within 10 minute walk radius. 1 parking & 1 locker, rentals allowed.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Hot Tub Spa/Swirlpool,Central Location Shopping Nearby, Air Cond./Central Elevator Exercise Centre In Suite Laundry Playground Pool; Indoor Sauna/Steam Room Storage Swirlpool/Hot Tub Concierge
R2724094,102 - 988 16TH AVENUE,Active,Apartment,Vancouver,not sold,not sold,"$799,000",-,2,2,1,"$1,907 in 2022",1990,892,,-,Garage; Underground,37,"988 W 16th Ave #102, Vancouver, BC V5Z 1T2, Canada","49.25686, -123.12646",https://www.bccondosandhomes.com/listing/r2724094-102-988-w-16th-avenue,Dexter Realty,"Interested in outdoor space? This one has two options for you, extending off the living room is space to entertain friends and off the primary bedroom is more wonderful lounging space to relax. Inside you will find 892 1 newly renovated rooms featuring open concept living and dining with a new white and bright kitchen. Two large bedrooms and 1 & 1 /2 baths. Lovely new wood flooring, new paint and cabinetry make this Fairview hole one to see. The quiet home with the indoor outdoor living will answer all your real estate wishes. Parking included and pets and rentals allowed with restrictions. Close to restaurants, cafes, transit and more. Check it out. First Tuesday Sept 20th -10:30-1 2 and 6:30-7:30pm",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener,Central Location Recreation Nearby Shopping Nearby, Elevator Garden In Suite Laundry Wheelchair Access
R2723194,22025 26 AVENUE,Active,House,Langley,not sold,not sold,"$2,800,000",-,3,3,1,"$1,473 in 2022",1984,"3,237",187308 SqFt.,-,"DetachedGrge/Carport,Garage; Triple,RV Parking Avail.",40,22025 26 Avenue,,https://www.bccondosandhomes.com/listing/r2723194-22025-26-avenue,RE/MAX LIFESTYLES REALTY,"THE ACREAGE YOU HAVE BEEN WAITING FOR! This well appointed 3 bedroom 3 bathroom 3237sqft RANCHER sits on 4.3 acres, is a short drive to Downtown Langley & is move in ready! You will love the sprawling layout with both a formal dining area & eat-in kitchen, living room, family room and rec room. Gorgeous Brazilian Hardwood Floors,SS appliances,newer washer/dryer, renovated en-suite & new carpets in the 3 bedrooms and den. The sundecks span across the back of the house and overlook the private yard, pond, shabby chic studio/cottage and beautiful red barn. You won't want to miss seeing this unique property in person. Call your Realtor to view. Get ready to fall in love with this one!",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Free Stand F/P or Wdstove Garage Door Opener Storage Shed,Golf Course Nearby Private Setting Private Yard Rural Setting Shopping Nearby Treed, Barn Green House Workshop Detached
R2724061,208 - 1450 PENNYFARTHING DRIVE,Active,Apartment,Vancouver,not sold,not sold,"$2,488,000",-,4,3,1,"$5,036 in 2022",1983,"2,391",,-,Garage; Underground,39,"1450 Pennyfarthing Dr #208, Vancouver, BC V6J 4X8, Canada","49.27206, -123.14129",https://www.bccondosandhomes.com/listing/r2724061-208-1450-pennyfarthing-drive,Sutton Group-West Coast Realty,"Rare 4-bedroom beauty in an unbeatable location! SW facing & close to 2400 SF; 2 suites have been combined to make an expansive and beautiful home on FREEHOLD land in False Creek. Light filled and spacious with all rooms opening to either the balcony or one of the solariums which face a quiet courtyard. Great floor plan with a huge master bedroom w/ ensuite, 2nd master w/ ensuite + 2 additional bedrooms & extra large and open living, dining and sitting area. Lots of building amenities: concierge, indoor pool, sauna, squash court, hot tub, gym, golf practice room and more, plus you are steps from all Grandville Island, the marina and seawall have to offer! Tons of storage throughout, insuite laundry, storage locker + 2 PARKING. Rentals allowed min. 30 days Open Sat/Sun Sept 17th & 18th 2-4",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Compactor - Garbage Dishwasher Disposal - Waste Drapes/Window Coverings Jetted Bathtub Microwave Vacuum - Roughed In,-, Elevator Exercise Centre In Suite Laundry Pool; Indoor Recreation Center Sauna/Steam Room Storage Swirlpool/Hot Tub Wheelchair Access Concierge
R2720573,409 - 14550 WINTER CRESCENT,Active,Apartment,Surrey,not sold,not sold,"$669,000",-,2,2,1,"$2,061 in 2022",2019,847,,-,Garage; Underground,30,"14550 Winter Crescent #409, Surrey, BC V4P 0G4, Canada","49.06719, -122.81841",https://www.bccondosandhomes.com/listing/r2720573-409-14550-winter-crescent,Royal LePage Northstar Realty (S. Surrey),"Welcome to Crescendo! Built by Isle Of Mann in 2019, this top floor 2 bdrm / 2 full bath offers vaulted ceilings and a spacious layout! Completed with premium S/S appliances, quartz countertops, and shaker cabinets w/soft close doors this unit is great for entertaining and sure to impress! Located steps away from Nicomekl River & minutes away from Crescent Beach, Semiahmoo, HWY 99 & all your shops & schools, this unit could not be more conveniently located! Call today to book your private showing! **",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener Microwave Smoke Alarm Sprinkler - Fire Vaulted Ceiling,Central Location Private Setting Recreation Nearby Shopping Nearby, Bike Room Elevator In Suite Laundry Storage
